G,term,estimate,std.error,statistic,p.value,e_value,conf.low,conf.high
8,Jobwaiter,0.0446691180778547,0.43576364963648273,0.10250767386200757,1,0.9774607774208043,-Inf,Inf
8,Jobchild care provider,0.014523892172030331,0.2717619117046828,0.05344344275813419,1,0.9772684629578752,-Inf,Inf
8,Jobgardener,0.0031650780390237426,0.11846991137181115,0.026716302919230887,1,0.9772145483998929,-Inf,Inf
8,Jobfinancial analyst,0.3553892422897027,0.5215809271065233,0.6813693212695275,1,0.9882353603507957,-Inf,Inf
8,Jobconstruction worker,0.34499963774250536,0.37295043305197717,0.9250549326870566,1,0.9966319391344779,-Inf,Inf
8,Jobteacher,0.4588773972329808,0.29135429284515246,1.5749807313697715,0.9758947765726558,1.0247006378208128,-Inf,Inf
8,Jobcomputer programmer,0.15627949469968566,0.30912181693207375,0.5055595759972724,1,0.9834294802889166,-Inf,Inf
8,Jobnurse,0.3781260306993116,0.24164984826497185,1.5647683349036994,0.9763411153850362,1.0242321912312722,-Inf,Inf
8,Jobresearch scientist,-0.003135468296517046,0.3813053350569104,-0.008222985644953204,1,0.9771982824439833,-Inf,Inf
8,Jobdoctor,0.46602860407127145,0.23893342829765324,1.9504537619186235,0.9598830998864538,1.0417935268558136,-Inf,Inf
8,`Job Experience`1-2 years,-0.21663337909553737,0.17904535491682677,-1.2099357684882226,0.9917857745882721,1.0082822577437531,-Inf,Inf
8,`Job Experience`3-5 years,0.03282202077622112,0.2577811548848483,0.12732513666828293,1,0.9776038951846148,-Inf,Inf
8,`Job Experience`5+ years,-0.12939690752606553,0.16854956937261809,-0.7677083246650338,1,0.9910032756971139,-Inf,Inf
8,`Job Plans`contract with employer,0.18791374142858977,0.2958058568917582,0.6352603812619961,1,0.9868621663238587,-Inf,Inf
8,`Job Plans`interviews with employer,0.07525401298424339,0.27486867429873774,0.2737817002109686,1,0.9790659517166288,-Inf,Inf
8,`Job Plans`no plans to look for work,-0.13081478129359408,0.3182823938843533,-0.41100225399562984,1,0.9813602918937342,-Inf,Inf
8,`Reason for Application`seek better job,-0.032108238561488894,0.2402101508174577,-0.13366728446829387,1,0.9776453890599577,-Inf,Inf
8,`Reason for Application`escape persecution,-0.13072965650447166,0.4628095781185103,-0.28246964342426834,1,0.9791852692731596,-Inf,Inf
8,`Prior Entry`once as tourist,0.2084824608989369,0.18143867215763895,1.1490519546891391,0.9943618765178645,1.0056700921618995,-Inf,Inf
8,`Prior Entry`many times as tourist,0.37943314379216625,0.19270698274291007,1.9689641672111442,0.9591231458898687,1.0426189841057438,-Inf,Inf
8,`Prior Entry`six months with family,0.22840548207443584,0.24002977612115564,0.951571449865235,1,0.9976457013493281,-Inf,Inf
8,`Prior Entry`once w/o authorization,-0.07508924716718501,0.13443900937470146,-0.5585376410941868,1,0.984751922720891,-Inf,Inf
9,Gendermale,0.03247086245027498,0.15349916773563416,0.21153771013402708,1,0.9756857110308634,-Inf,Inf
9,Education4th grade,0.11223012534906693,0.1793801957766708,0.6256550499520803,1,0.9848389616056943,-Inf,Inf
9,Education8th grade,0.27631552278497146,0.24337912768169573,1.1353295798904814,0.9942874673978789,1.005745353119125,-Inf,Inf
9,Educationhigh school,0.43430456461660005,0.2312526907771124,1.8780519403131812,0.9568451701173668,1.0451011628948703,-Inf,Inf
9,Educationtwo-year college,0.1962653295786273,0.17200321664697815,1.1410561581615364,0.9940131986083098,1.0060228590526485,-Inf,Inf
9,Educationcollege degree,0.3690974544261531,0.19726173578411377,1.8711051738391826,0.9571918925686003,1.0447225971759175,-Inf,Inf
9,Educationgraduate degree,0.11899169452879248,0.10060634567339827,1.1827454196088105,0.9920005820623392,1.0080639246410825,-Inf,Inf
9,`Language Skills`broken English,0.2950562365497244,0.19601429215679825,1.50527919828264,0.9757971045114578,1.0248032048636377,-Inf,Inf
9,`Language Skills`tried English but unable,0.055000270828491564,0.12041408701976328,0.45675943894724297,1,0.9800957113355414,-Inf,Inf
9,`Language Skills`used interpreter,-0.2009259919665337,0.2023882050495942,-0.9927752060318822,1,0.9990880359113022,-Inf,Inf
9,`Country of Origin`Germany,0.279988235969878,0.17989460212231642,1.5564015410507122,0.973178681150081,1.0275605285744878,-Inf,Inf
9,`Country of Origin`France,0.09945331492323362,0.15068822356593656,0.6599939435858827,1,0.9859576525516139,-Inf,Inf
9,`Country of Origin`Mexico,-0.2718717438948489,0.1740789172547969,-1.5617729486271679,0.9729034566443568,1.0278512150106875,-Inf,Inf
9,`Country of Origin`Philippines,0.05879711916847663,0.2616447515123839,0.22472118713871353,1,0.975843101235544,-Inf,Inf
9,`Country of Origin`Poland,-0.36299799050615733,0.21919013796145756,-1.6560872395179886,0.9680749554821717,1.032977864303831,-Inf,Inf
9,`Country of Origin`China,0.2064413244674928,0.2127553923873301,0.9703224071127547,1,0.9980878862441533,-Inf,Inf
9,`Country of Origin`Sudan,0.005878586058639418,0.4468252694775871,0.01315634199809796,1,0.9744592810927968,-Inf,Inf
